facebook.com,edge-star-mini-shv-02-dfw5.facebook.com (31.13.93.35),dlstx410me9.ip.att.net (12.123.18.173),172.26.96.169 (172.26.96.169),12.83.179.194 (12.83.179.194),172.20.10.1 (172.20.10.1)
youtube.com,172.20.10.1 (172.20.10.1),12.123.18.237 (12.123.18.237),172.26.96.169 (172.26.96.169),12.83.179.194 (12.83.179.194)
google.com,172.26.96.169 (172.26.96.169),12.83.179.194 (12.83.179.194),12.123.18.237 (12.123.18.237),dfw25s48-in-f14.1e100.net (142.251.45.78),172.20.10.1 (172.20.10.1)
twitter.com,192.205.37.50 (192.205.37.50),gar25.dlstx.ip.att.net (12.122.85.233),twitter-ic322863-dls-b23.ip.twelve99-cust.net (62.115.49.75),172.26.96.169 (172.26.96.169),12.83.179.194 (12.83.179.194),dls-b23-link.ip.twelve99.net (62.115.113.84),172.20.10.1 (172.20.10.1)
wordpress.com,automattic-ic307705-dls-bb1.ip.twelve99-cust.net (62.115.46.234),192.205.37.50 (192.205.37.50),wordpress.com (198.181.119.81),gar25.dlstx.ip.att.net (12.122.85.233),172.26.96.169 (172.26.96.169),12.83.179.194 (12.83.179.194),172.20.10.1 (172.20.10.1)
gmail.com,172.26.96.169 (172.26.96.169),12.83.179.194 (12.83.179.194),12.123.18.237 (12.123.18.237),dfw25s25-in-f5.1e100.net (172.217.1.229),172.20.10.1 (172.20.10.1)
tripadvisor.com,172.20.10.1 (172.20.10.1),172.26.96.169 (172.26.96.169),12.83.179.194 (12.83.179.194)
yahoo.com,192.205.37.50 (192.205.37.50),gar25.dlstx.ip.att.net (12.122.85.233),172.26.96.169 (172.26.96.169),12.83.179.194 (12.83.179.194),dls-b23-link.ip.twelve99.net (62.115.113.84),172.20.10.1 (172.20.10.1)
apple.com,12.127.194.14 (12.127.194.14),172.26.96.169 (172.26.96.169),12.83.179.194 (12.83.179.194),12.123.235.117 (12.123.235.117),172.20.10.1 (172.20.10.1)
glassdoor.com,4.68.39.1 (4.68.39.1),172.26.96.169 (172.26.96.169),12.83.179.194 (12.83.179.194),12.123.18.229 (12.123.18.229),172.20.10.1 (172.20.10.1)
